pl_name,hostname,sy_dist,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_orbeccen,pl_orbincl,st_teff,st_rad,st_mass,disc_year,discoverymethod,disc_facility
"Kepler-920 c","Kepler-920",1001.68000000,100.82741130000,3.80000000,,,,,5403.00,0.850000,0.890000,2016,"Transit","Kepler"
"Kepler-825 b","Kepler-825",807.85000000,3.77360059000,1.53000000,,,,,5976.00,1.080000,1.030000,2016,"Transit","Kepler"
"PH2 b","PH2",343.86300000,282.52542000000,9.33708092,87.08498352,295.10,0.215000,89.89800,5734.00,0.949000,0.966000,2013,"Transit","Kepler"
"HD 13808 c","HD 13808",28.23050000,53.75300000000,,9.96000000,,0.156000,,5035.00,0.781000,0.771000,2021,"Radial Velocity","La Silla Observatory"
"Kepler-1441 b","Kepler-1441",1110.48000000,39.44198390000,1.31000000,,,,,5802.00,1.000000,1.000000,2016,"Transit","Kepler"
"Kepler-499 b","Kepler-499",556.72600000,5.63252845300,2.17000000,,,,,5312.00,0.830000,0.870000,2016,"Transit","Kepler"
"K2-197 b","K2-197",247.63700000,8.35788100000,2.56000000,,848.00,,,5667.00,0.930000,1.000000,2018,"Transit","K2"
"K2-176 b","K2-176",247.30200000,5.32943900000,1.49090097,,,,88.06252,5428.00,0.864160,0.938545,2018,"Transit","K2"
"SWEEPS-11 b","SWEEPS-11",,1.79600000000,12.66600000,3082.82000000,,,,,1.450000,1.100000,2006,"Transit","Hubble Space Telescope"
"HD 95544 b","HD 95544",87.80490000,2041.54152000000,,1913.64483855,,0.049000,86.49700,,,1.010000,2021,"Radial Velocity","Haute-Provence Observatory"
"Kepler-820 b","Kepler-820",1387.20000000,127.83380980000,6.09000000,,,,,6260.00,1.360000,1.230000,2016,"Transit","Kepler"
"Kepler-184 c","Kepler-184",610.32600000,20.30300500000,1.97000000,,,,,5788.00,0.873000,,2014,"Transit","Kepler"
"Kepler-1595 b","Kepler-1595",845.02200000,4.56380468000,1.23000000,,,,,5203.00,0.800000,0.840000,2016,"Transit","Kepler"
"KOI-351 d","KOI-351",848.25400000,59.73667000000,2.87000000,,,,89.71000,6080.00,1.200000,1.200000,2013,"Transit","Kepler"
"DP Leo b","DP Leo",305.68400000,10220.00000000000,,1922.79000000,,0.390000,,,,0.690000,2009,"Eclipse Timing Variations","Yunnan Astronomical Observatory"
"Kepler-1083 b","Kepler-1083",902.63300000,33.41779930000,3.36000000,,,,,5049.00,0.770000,0.810000,2016,"Transit","Kepler"
"Kepler-667 b","Kepler-667",2302.45000000,41.43962808000,4.73000000,,,,,5327.00,0.870000,0.910000,2016,"Transit","Kepler"
"Kepler-255 c","Kepler-255",1052.53000000,9.94604700000,2.99000000,,,,,5573.00,0.933000,,2014,"Transit","Kepler"
"Kepler-767 b","Kepler-767",2251.03000000,161.52801010000,6.64000000,,,,,5694.00,0.940000,0.960000,2016,"Transit","Kepler"
"KMT-2023-BLG-0735L b","KMT-2023-BLG-0735L",6390.00000000,,,38.77506565,,,,,,0.610000,2024,"Microlensing","KMTNet"
"Kepler-1520 b","Kepler-1520",607.91700000,0.65355357200,5.77000000,,,,,4677.00,0.710000,0.760000,2016,"Transit","Kepler"
"Kepler-962 b","Kepler-962",411.48600000,12.05707239000,1.97000000,,,,,5478.00,0.860000,0.930000,2016,"Transit","Kepler"
"Kepler-566 b","Kepler-566",564.27700000,18.42794624000,2.15000000,,,,,5132.00,0.790000,0.830000,2016,"Transit","Kepler"
"K2-270 b","K2-270",280.51800000,1.54306900000,1.38000000,,1203.00,,,4877.00,0.770000,0.850000,2018,"Transit","K2"
"HD 100546 b","HD 100546",109.67700000,,77.34210000,2701.54145950,,,,10500.00,,2.400000,2014,"Imaging","Paranal Observatory"
"Kepler-1250 b","Kepler-1250",2126.85000000,2.60754383400,1.92000000,,,,,5717.00,0.980000,0.990000,2016,"Transit","Kepler"
"Kepler-1972 b","Kepler-1972",287.33900000,7.54425000000,0.80200000,2.02000000,,0.067000,87.62000,5818.00,1.384000,1.120000,2022,"Transit","Kepler"
"PSR B1257+12 c","PSR B1257+12",600.00000000,66.54190000000,,4.30000000,,0.018600,53.00000,,,1.400000,1992,"Pulsar Timing","Arecibo Observatory"
"K2-166 b","K2-166",476.88200000,8.52695000000,2.19000000,,1140.00,,,5960.00,1.610000,1.160000,2018,"Transit","K2"
"K2-37 b","K2-37",179.94300000,4.44340000000,1.39000000,,949.00,,,5352.00,0.809000,0.840000,2016,"Transit","K2"
"Kepler-265 b","Kepler-265",1280.25000000,6.84626200000,1.86000000,,,,,5835.00,1.103000,,2014,"Transit","Kepler"
"Kepler-1646 b","Kepler-1646",127.59100000,4.48558383000,1.23000000,,,,,3299.00,0.260000,0.240000,2016,"Transit","Kepler"
"K2-64 b","K2-64",499.89100000,6.53044000000,2.07000000,,,,,5312.00,0.726000,0.741000,2016,"Transit","K2"
"Kepler-1500 b","Kepler-1500",1217.82000000,15.03301050000,1.20000000,,,,,5845.00,1.000000,1.000000,2016,"Transit","Kepler"
"Kepler-324 e","Kepler-324",501.57400000,13.97939968000,2.03862444,,,,,5191.00,0.826000,0.844000,2021,"Transit","Kepler"
"HD 22532 b","HD 22532",161.18300000,872.60000000000,,673.79622284,,0.030000,,5038.00,5.690000,1.570000,2022,"Radial Velocity","La Silla Observatory"
"K2-5 b","K2-5",202.94300000,5.73594000000,1.91000000,,565.00,,87.35000,3930.00,0.570000,0.610000,2015,"Transit","K2"
"HD 137388 b","HD 137388",40.48410000,330.00000000000,,63.56600000,,0.360000,,5181.00,0.880000,0.680000,2011,"Radial Velocity","La Silla Observatory"
"Kepler-277 c","Kepler-277",976.64300000,33.00600000000,3.36000000,64.20000000,,,,,1.690000,1.120000,2013,"Transit","Kepler"
"Kepler-1962 b","Kepler-1962",866.82600000,7.99145984600,1.21463929,,,,,5700.00,1.006000,1.003000,2021,"Transit","Kepler"
"Kepler-789 b","Kepler-789",1480.16000000,8.63847725000,2.12000000,,,,,5870.00,1.020000,1.010000,2016,"Transit","Kepler"
"Kepler-1584 b","Kepler-1584",1416.31000000,13.39970990000,1.61000000,,,,,6069.00,1.130000,1.100000,2016,"Transit","Kepler"
"Kepler-1308 b","Kepler-1308",112.70500000,2.10433811900,0.52000000,,,,,3468.00,0.340000,0.350000,2016,"Transit","Kepler"
"HD 86065 b","HD 86065",40.36610000,25775.78859000000,,2877.30056857,,0.219000,29.82100,,,0.810000,2022,"Radial Velocity","Multiple Observatories"
"K2-177 b","K2-177",492.16700000,14.15518500000,2.11620480,,,,87.21955,6063.00,1.213565,1.210525,2018,"Transit","K2"
"KOI-142 b","KOI-142",376.86300000,10.91647000000,3.43800000,9.50000000,,0.055610,90.97000,5466.00,0.897000,0.990000,2013,"Transit","Kepler"
"HD 4917 b","HD 4917",204.27700000,400.50000000000,,513.29545000,,0.066000,,4802.00,5.010000,1.320000,2018,"Radial Velocity","W. M. Keck Observatory"
"Kepler-609 b","Kepler-609",1065.82000000,6.52121066600,3.35000000,,,,,5971.00,1.140000,1.090000,2016,"Transit","Kepler"
"Kepler-1086 b","Kepler-1086",466.08400000,18.78425728000,2.44000000,,,,,4350.00,0.660000,0.700000,2016,"Transit","Kepler"
"Kepler-1473 b","Kepler-1473",652.25300000,14.42735510000,1.19000000,,,,,6046.00,1.090000,1.090000,2016,"Transit","Kepler"
"Kepler-1015 b","Kepler-1015",739.35700000,16.00494214000,3.55000000,,,,,6769.00,1.810000,1.490000,2016,"Transit","Kepler"
"Kepler-1922 b","Kepler-1922",1344.29000000,13.22259998000,2.29064904,,,,,5931.00,0.863000,0.953000,2021,"Transit","Kepler"
"HD 219828 b","HD 219828",73.11400000,3.83483000000,,19.06970442,,0.091000,,,,1.040000,2007,"Radial Velocity","La Silla Observatory"
"HD 20003 b","HD 20003",41.83160000,11.84820000000,,11.66000000,,0.360000,,5494.00,,0.875000,2019,"Radial Velocity","La Silla Observatory"
"K2-322 b","K2-322",123.41500000,8.20500000000,1.92000000,,635.00,,88.15000,4141.00,0.602000,0.630000,2020,"Transit","K2"
"Kepler-1893 b","Kepler-1893",1050.72000000,4.17936992600,1.70557445,,,,,5633.00,1.162000,0.973000,2021,"Transit","Kepler"
"Kepler-1491 b","Kepler-1491",2065.59000000,16.58617620000,1.51000000,,,,,5728.00,0.990000,1.000000,2016,"Transit","Kepler"
"Kepler-802 b","Kepler-802",780.58500000,40.05874730000,3.54000000,,,,,5507.00,0.900000,0.930000,2016,"Transit","Kepler"
"HD 161178 b","HD 161178",107.18800000,279.30000000000,,181.16219199,,0.044000,,4786.00,10.950000,1.060000,2021,"Radial Velocity","Okayama Astrophysical Observatory"
"Kepler-527 b","Kepler-527",750.04000000,13.28535633000,2.84000000,,,,,6388.00,1.450000,1.280000,2016,"Transit","Kepler"
"Kepler-880 b","Kepler-880",601.32400000,7.71468975000,2.66000000,,,,,6761.00,1.740000,1.460000,2016,"Transit","Kepler"
"Kepler-31 b","Kepler-31",1664.64000000,20.86130000000,5.50000000,,,,,6340.00,1.220000,1.210000,2011,"Transit","Kepler"
"Kepler-593 b","Kepler-593",973.76000000,21.21708973000,2.87000000,,,,,5967.00,1.100000,1.080000,2016,"Transit","Kepler"
"HD 9446 b","HD 9446",50.35030000,30.05200000000,,222.47200000,,0.200000,,5793.00,1.000000,1.000000,2009,"Radial Velocity","Haute-Provence Observatory"
"Kepler-535 b","Kepler-535",685.59900000,4.90332155100,2.36000000,,,,,6123.00,1.270000,1.180000,2016,"Transit","Kepler"
"CoRoT-35 b","CoRoT-35",1123.21000000,3.22748000000,18.83108758,349.61124770,1747.00,0.000000,84.10000,6390.00,1.650000,1.010000,2022,"Transit","CoRoT"
"Kepler-261 b","Kepler-261",317.49900000,10.38122700000,2.18000000,,,,,5098.00,0.794000,,2014,"Transit","Kepler"
"Kepler-534 c","Kepler-534",570.65900000,7.37868976600,1.22700000,,,,,5936.00,0.965000,1.075000,2021,"Transit","Kepler"
"K2-154 b","K2-154",129.35600000,3.67626000000,1.99000000,,715.00,,,4097.00,0.630000,0.650000,2018,"Transit","K2"
"Kepler-249 b","Kepler-249",190.40100000,3.30653900000,1.09000000,,,,,3568.00,0.482000,,2014,"Transit","Kepler"
"Kepler-1950 b","Kepler-1950",697.25300000,10.77690029000,1.52696349,,,,,5455.00,0.852000,0.759000,2021,"Transit","Kepler"
"Kepler-1589 b","Kepler-1589",1513.14000000,0.99166527400,1.09000000,,,,,6166.00,1.250000,1.180000,2016,"Transit","Kepler"
"KMT-2016-BLG-2605L b","KMT-2016-BLG-2605L",6421.00000000,,,245.04570180,,,,,,0.064000,2021,"Microlensing","KMTNet"
"Kepler-1494 b","Kepler-1494",1285.48000000,91.08048200000,3.07000000,,,,,5659.00,0.940000,0.960000,2016,"Transit","Kepler"
"GJ 876 c","GJ 876",4.67517000,30.08810000000,,226.98460000,,0.255910,59.00000,,0.300000,0.320000,2000,"Radial Velocity","Multiple Observatories"
"K2-384 e","K2-384",82.66030000,9.71504300000,1.34500000,,,,,3623.00,0.348000,0.330000,2022,"Transit","K2"
"Ross 458 c","Ross 458",11.50940000,,14.01125000,1906.98000000,,,,,,,2010,"Imaging","Las Campanas Observatory"
"Kepler-695 b","Kepler-695",842.94700000,3.04033042400,9.21000000,,,,,5181.00,0.800000,0.840000,2016,"Transit","Kepler"
"OGLE-2014-BLG-1760L b","OGLE-2014-BLG-1760L",6860.00000000,,,180.00000000,,,,,,0.510000,2016,"Microlensing","OGLE"
"Kepler-388 b","Kepler-388",,3.17331500000,0.81000000,,,,,4498.00,0.586000,,2014,"Transit","Kepler"
"Kepler-1488 b","Kepler-1488",905.82500000,39.81899320000,1.86000000,,,,,5820.00,1.310000,1.050000,2016,"Transit","Kepler"
"nu Oct A b","nu Oct A",21.19990000,402.40000000000,,696.04421133,,0.195000,108.20000,4910.00,5.040000,1.570000,2016,"Radial Velocity","University of Canterbury Mt John Observatory"
"Kepler-83 b","Kepler-83",400.40900000,9.77000000000,2.83000000,,,,,,0.610000,0.660000,2012,"Transit","Kepler"
"GJ 163 c","GJ 163",15.12850000,25.63058000000,,6.80000000,,0.099000,,,,,2013,"Radial Velocity","La Silla Observatory"
"Kepler-775 b","Kepler-775",398.67600000,0.97486892600,1.19000000,,,,,5468.00,0.840000,0.920000,2016,"Transit","Kepler"
"Kepler-908 b","Kepler-908",290.84300000,1.34059746800,1.22000000,,,,,5973.00,1.120000,1.110000,2016,"Transit","Kepler"
"M62H b","M62H",,0.13293502800,,785.03616529,,,,,,1.400000,2024,"Pulsar Timing","South African Radio Astronomy Observatory (SARAO)"
"Kepler-804 c","Kepler-804",649.65000000,9.65185017000,1.14000000,,,,,5817.00,1.050000,1.010000,2016,"Transit","Kepler"
"MXB 1658-298 b","MXB 1658-298",,760.00000000000,,7532.57100000,,,,,,,2017,"Eclipse Timing Variations","Multiple Observatories"
"KIC 5479689 b","KIC 5479689",454.95000000,1.70153100000,,158.91420350,,,,5459.10,0.894000,0.966000,2021,"Orbital Brightness Modulation","Kepler"
"Kepler-194 c","Kepler-194",1097.97000000,17.30803200000,2.59000000,,,,,6089.00,1.025000,,2014,"Transit","Kepler"
"K2-374 c","K2-374",359.43900000,16.43445000000,2.21300000,,,,,5789.00,0.907000,0.731000,2022,"Transit","K2"
"Kepler-215 b","Kepler-215",485.99700000,9.36067200000,1.62000000,,,,,5739.00,1.027000,,2014,"Transit","Kepler"
"Kepler-184 d","Kepler-184",610.32600000,29.02235800000,2.49000000,,,,,5788.00,0.873000,,2014,"Transit","Kepler"
"Kepler-39 b","Kepler-39",1057.41000000,21.08721000000,13.90000000,6388.10000000,897.00,0.112000,89.07000,6350.00,1.400000,1.290000,2011,"Transit","Kepler"
"K2-192 b","K2-192",221.75300000,4.16281700000,1.52000000,,939.00,,,5222.00,0.810000,0.900000,2018,"Transit","K2"
"HD 75898 b","HD 75898",78.05050000,422.82000000000,,810.46243785,,0.105000,,6122.00,,1.295000,2007,"Radial Velocity","W. M. Keck Observatory"
"Kepler-221 e","Kepler-221",385.23100000,18.36991700000,2.63000000,,,,,5243.00,0.821000,,2014,"Transit","Kepler"
"Kepler-1007 b","Kepler-1007",,5.18500207300,1.44000000,,,,,4587.00,0.700000,0.730000,2016,"Transit","Kepler"
"Kepler-1275 b","Kepler-1275",1153.98000000,3.65691115000,1.48000000,,,,,6296.00,1.360000,1.230000,2016,"Transit","Kepler"
"Kepler-596 b","Kepler-596",1023.85000000,21.30022655000,3.46000000,,,,,6267.00,1.320000,1.210000,2016,"Transit","Kepler"
"Kepler-1765 b","Kepler-1765",764.45600000,10.41889954000,2.49508857,,,,,5692.00,1.064000,0.946000,2021,"Transit","Kepler"
"K2-332 b","K2-332",123.20200000,17.70632000000,2.20000000,,266.00,,,3315.00,0.280000,0.270000,2021,"Transit","K2"
"Kepler-228 c","Kepler-228",1644.61000000,4.13444400000,2.70000000,,,,,6043.00,1.014000,,2014,"Transit","Kepler"
"Kepler-510 b","Kepler-510",386.17700000,19.55659418000,2.47000000,,,,,5746.00,1.410000,0.910000,2016,"Transit","Kepler"
"Kepler-1350 c","Kepler-1350",340.69100000,1.76678906200,1.73000000,,,,,3827.00,0.530000,0.550000,2016,"Transit","Kepler"
"Kepler-444 d","Kepler-444",36.43960000,6.18939200000,0.53000000,,,0.180000,88.16000,5046.00,0.752000,0.758000,2015,"Transit","Kepler"
"OGLE-2018-BLG-1011L c","OGLE-2018-BLG-1011L",7100.00000000,,,890.00000000,,,,,,0.180000,2019,"Microlensing","OGLE"
"Kepler-688 b","Kepler-688",1357.75000000,3.89593684400,9.76000000,,,,,5715.00,0.960000,0.980000,2016,"Transit","Kepler"
"Kepler-1788 b","Kepler-1788",560.44500000,2.80012011500,2.37850461,,,,,4786.00,0.704000,0.686000,2021,"Transit","Kepler"
"Kepler-534 b","Kepler-534",570.65900000,15.95994513000,2.24000000,,,,,5884.00,0.980000,1.050000,2016,"Transit","Kepler"
"Kepler-656 c","Kepler-656",890.35200000,5.25449393000,1.41000000,,975.00,0.000000,83.61000,5550.00,0.954000,1.050000,2023,"Transit","Kepler"
"Kepler-67 b","Kepler-67",1131.19000000,15.72590000000,2.94000000,,,,,5331.00,0.778000,0.865000,2013,"Transit","Kepler"
"Kepler-620 b","Kepler-620",1355.28000000,12.91375431000,3.32000000,,,,,6155.00,1.220000,1.150000,2016,"Transit","Kepler"
"HD 93351 c","HD 93351",56.16300000,14010.29410000000,,4154.01727949,,0.109000,14.63600,,,0.940000,2022,"Radial Velocity","Multiple Observatories"
"Kepler-1031 b","Kepler-1031",682.88200000,1.22621732000,0.87000000,,,,,6011.00,1.120000,1.090000,2016,"Transit","Kepler"
"Kepler-579 b","Kepler-579",530.76500000,9.66857723000,2.00000000,,,,,5636.00,0.960000,0.990000,2016,"Transit","Kepler"
"Kepler-1666 b","Kepler-1666",1379.37000000,25.84760000000,2.88273782,,,,,6293.00,1.145860,1.230000,2020,"Transit","Kepler"
"K2-22 b","K2-22",243.83600000,0.38107300000,2.30000000,,,,90.60000,3879.00,0.580000,,2015,"Transit","K2"
"K2-183 d","K2-183",329.04100000,22.62034400000,2.30000000,,,,89.90000,5482.00,0.870000,,2018,"Transit","K2"
"WISPIT 1 c","WISPIT 1",230.00700000,,,1684.49055710,,,,4670.00,,,2025,"Imaging","Paranal Observatory"
"Kepler-564 b","Kepler-564",863.03700000,3.75083228500,4.63000000,,,,,5626.00,0.920000,0.950000,2016,"Transit","Kepler"
"Kepler-1742 b","Kepler-1742",669.57300000,49.47819901000,2.17824130,,,,,5776.00,0.849000,0.939000,2021,"Transit","Kepler"
"SWEEPS-4 b","SWEEPS-4",,4.20000000000,9.07900000,1207.70000000,,,,,1.180000,1.240000,2006,"Transit","Hubble Space Telescope"
"Kepler-1057 b","Kepler-1057",1201.82000000,14.08827448000,3.36000000,,,,,5987.00,1.100000,1.070000,2016,"Transit","Kepler"
"K2-413 c","K2-413",285.16200000,5.33010000000,1.23270000,,,,89.99850,4116.00,0.700000,0.808000,2022,"Transit","K2"
"Kepler-340 b","Kepler-340",808.76200000,14.84438700000,2.53000000,,,,,6620.00,1.850000,,2014,"Transit","Kepler"
"HD 12484 b","HD 12484",48.33670000,58.83000000000,,947.13340000,,0.070000,,5920.00,,1.010000,2016,"Radial Velocity","Haute-Provence Observatory"
"HD 177830 b","HD 177830",62.76740000,410.10001000000,,537.13270000,,0.100000,,4901.00,3.260000,1.700000,1999,"Radial Velocity","W. M. Keck Observatory"
"Kepler-327 b","Kepler-327",241.98700000,2.54957500000,1.11000000,,,,,3799.00,0.492000,,2014,"Transit","Kepler"
"2MASS J01033563-5515561 AB b","2MASS J01033563-5515561 A",,,,4131.79000000,,,,,,0.190000,2013,"Imaging","Paranal Observatory"
"K2-241 b","K2-241",149.46400000,26.81990000000,2.55000000,,507.00,,,5262.00,0.750000,0.710000,2018,"Transit","K2"
"Kepler-271 b","Kepler-271",404.54200000,10.43547805000,1.23000000,,,,,5555.00,0.870000,0.900000,2014,"Transit","Kepler"
"OGLE-2013-BLG-1721L b","OGLE-2013-BLG-1721L",6300.00000000,,,200.00000000,,,,,,0.460000,2017,"Microlensing","OGLE"
"Kepler-1447 b","Kepler-1447",890.29600000,56.67472850000,2.90000000,,,,,5722.00,0.950000,0.970000,2016,"Transit","Kepler"
"K2-352 b","K2-352",176.05100000,3.66591200000,1.37000000,,1160.00,,,5791.00,0.950000,0.980000,2021,"Transit","K2"
"G 9-40 b","G 9-40",27.92760000,5.74599820000,1.90000000,4.00000000,440.60,0.000000,89.03000,3395.00,0.302600,0.295200,2019,"Transit","K2"
"Kepler-122 c","Kepler-122",1027.45000000,12.46598800000,5.87000000,,,,,6050.00,1.216000,,2014,"Transit","Kepler"
"K2-31 b","K2-31",110.52700000,1.25785000000,11.88154000,563.83042000,,0.000000,79.90000,5280.00,0.780000,0.910000,2016,"Transit","K2"
"BD+45 564 b","BD+45 564",53.62200000,307.88000000000,,432.24663352,,0.120000,2.57900,5004.00,,0.810000,2021,"Radial Velocity","Haute-Provence Observatory"
"Kepler-732 c","Kepler-732",174.82600000,0.89304123600,1.27000000,,,,,3631.00,0.460000,0.490000,2016,"Transit","Kepler"
"Kepler-1791 b","Kepler-1791",602.21800000,7.72086000400,3.12103321,,,,,5887.00,1.177000,0.985000,2021,"Transit","Kepler"
"HD 113337 b","HD 113337",36.18000000,317.58639000000,,1035.80277841,,0.280000,,,,1.410000,2013,"Radial Velocity","Haute-Provence Observatory"
"Kepler-1567 b","Kepler-1567",1206.11000000,153.97957800000,2.73000000,,,,,5655.00,0.930000,0.950000,2016,"Transit","Kepler"
"Kepler-114 d","Kepler-114",259.53300000,11.77600000000,2.53000000,3.90000000,,,,,0.540000,0.560000,2013,"Transit","Kepler"
"Kepler-666 b","Kepler-666",1508.71000000,4.49876092000,2.40000000,,,,,5887.00,1.050000,1.030000,2016,"Transit","Kepler"
"24 Boo b","24 Boo",95.98630000,30.33000000000,,280.64248338,,0.032000,,4816.00,12.190000,1.050000,2018,"Radial Velocity","Okayama Astrophysical Observatory"
"K2-208 b","K2-208",256.88700000,4.19097000000,1.67462172,,1122.00,0.370000,86.94000,5500.00,0.872000,0.881000,2018,"Transit","K2"
"Kepler-131 c","Kepler-131",228.67800000,25.51690000000,0.84000000,8.25000000,,,,5685.00,1.030000,1.020000,2014,"Transit","Kepler"
"Kepler-681 b","Kepler-681",686.92300000,26.39435646000,3.08000000,,,,,5021.00,0.760000,0.800000,2016,"Transit","Kepler"
"Kepler-632 b","Kepler-632",,30.99660733000,2.21000000,,,,,5322.00,0.840000,0.910000,2016,"Transit","Kepler"
"Kepler-1777 b","Kepler-1777",619.14600000,12.18420029000,2.13189678,,,,,5771.00,1.068000,0.984000,2021,"Transit","Kepler"
"KELT-21 b","KELT-21",470.87800000,3.61276470000,17.77747400,1242.71530000,2051.00,0.000000,86.46000,7598.00,1.638000,1.458000,2018,"Transit","KELT-North"
"KMT-2023-BLG-1431L b","KMT-2023-BLG-1431L",6800.00000000,,,13.60000000,,,,,,0.570000,2024,"Microlensing","KMTNet"
"Kepler-894 b","Kepler-894",1162.91000000,9.80322400000,2.78000000,,,,,5603.00,0.850000,0.870000,2016,"Transit","Kepler"
"K2-179 b","K2-179",190.81000000,5.17219100000,2.51267885,,,,88.75496,5015.00,0.768067,0.824345,2018,"Transit","K2"
"K2-35 b","K2-35",252.59600000,2.39996400000,1.32000000,,,0.130000,88.98000,4402.71,0.619575,0.701968,2016,"Transit","K2"
"Kepler-125 b","Kepler-125",183.36500000,4.16438900000,2.37000000,,,,,3810.00,0.512000,,2014,"Transit","Kepler"
"MOA-2013-BLG-220L b","MOA-2013-BLG-220L",6720.00000000,,,871.00000000,,,,,,0.880000,2014,"Microlensing","MOA"
"Kepler-623 b","Kepler-623",737.70200000,9.07097734000,3.01000000,,,,,5443.00,0.860000,0.900000,2016,"Transit","Kepler"
"KMT-2021-BLG-1077L c","KMT-2021-BLG-1077L",8240.00000000,,,79.45710175,,,,,,0.140000,2022,"Microlensing","KMTNet"
"K2-193 b","K2-193",411.92300000,14.78688900000,3.95000000,,739.00,,,5817.00,0.980000,1.010000,2018,"Transit","K2"
"Kepler-1312 c","Kepler-1312",299.10400000,1.11611998100,1.02732734,,,,,5721.00,0.905000,0.983000,2021,"Transit","Kepler"
"HD 18143 b","HD 18143",22.52430000,10.28510000000,,10.80616584,,0.224000,,,,0.850000,2022,"Radial Velocity","Multiple Observatories"
"TOI-5786 b","TOI-5786",192.47500000,12.77910700000,8.54000000,73.00000000,1040.00,,88.90000,6235.00,1.360000,1.230000,2025,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
